,source,source_id,prediction
1035,MRDS,10070515,566
1036,MRDS,10070516,340
1037,MRDS,10070517,1293
1038,MRDS,10070518,611
1039,MRDS,10070519,402
1040,MRDS,10070520,550
1041,MRDS,10070521,550
1042,MRDS,10070522,1346
1043,MRDS,10070523,351
1044,MRDS,10070524,170
1045,MRDS,10070543,27
1046,MRDS,10070544,701
1047,MRDS,10070549,1586
1048,MRDS,10070550,1320
1049,MRDS,10071874,655
1050,MRDS,10071935,1487
1051,MRDS,10071936,896
1052,MRDS,10071983,81
1053,MRDS,10071988,1648
1054,MRDS,10072179,1791
1055,MRDS,10072187,24
1056,MRDS,10072944,17
1057,MRDS,10072945,1091
1058,MRDS,10072946,1091
1059,MRDS,10073057,983
1060,MRDS,10073073,479
1061,MRDS,10073113,1761
1062,MRDS,10073171,1237
1063,MRDS,10073174,613
1064,MRDS,10073397,1948
1065,MRDS,10073446,175
1066,MRDS,10073450,1949
1067,MRDS,10077302,278
1068,MRDS,10078272,288
1069,MRDS,10078298,562
1070,MRDS,10078354,1950
1071,MRDS,10078668,815
1072,MRDS,10078677,1951
1073,MRDS,10078712,444
1074,MRDS,10079223,524
1075,MRDS,10079224,1722
1076,MRDS,10079228,1525
1077,MRDS,10079492,1731
1078,MRDS,10079573,250
1079,MRDS,10079574,250
1080,MRDS,10079575,1353
1081,MRDS,10079576,480
1082,MRDS,10079577,273
1083,MRDS,10079578,683
1084,MRDS,10079579,1328
1085,MRDS,10079580,1699
1086,MRDS,10079581,1328
1087,MRDS,10079582,935
1088,MRDS,10079583,1590
1089,MRDS,10079584,1013
1090,MRDS,10079585,1013
1091,MRDS,10079586,1590
1092,MRDS,10079587,381
1093,MRDS,10079588,1058
1094,MRDS,10079589,1519
1095,MRDS,10079590,1181
1096,MRDS,10079591,1270
1097,MRDS,10079592,967
1098,MRDS,10079593,609
1099,MRDS,10079594,1522
1100,MRDS,10079595,90
1101,MRDS,10079596,407
1102,MRDS,10079597,646
1103,MRDS,10079598,527
1104,MRDS,10079599,1267
1105,MRDS,10079600,1952
1106,MRDS,10079601,1194
1107,MRDS,10079603,112
1108,MRDS,10079604,1443
1109,MRDS,10079605,1788
1110,MRDS,10079606,725
1111,MRDS,10079607,408
1112,MRDS,10079608,1953
1113,MRDS,10079611,272
1114,MRDS,10079612,461
1115,MRDS,10079613,1251
1116,MRDS,10079614,801
1117,MRDS,10079615,64
1118,MRDS,10079616,754
1119,MRDS,10079617,754
1120,MRDS,10079618,754
1121,MRDS,10079619,1110
1122,MRDS,10079620,1658
1123,MRDS,10079621,1717
1124,MRDS,10079622,959
1125,MRDS,10079623,150
1126,MRDS,10079624,150
1127,MRDS,10079625,1819
1128,MRDS,10079626,1395
1129,MRDS,10079627,572
1130,MRDS,10079652,212
1131,MRDS,10079653,257
1132,MRDS,10079654,257
1133,MRDS,10079655,724
1134,MRDS,10079656,724
1135,MRDS,10079657,286
1136,MRDS,10079658,518
1137,MRDS,10079659,1840
1138,MRDS,10079660,1816
1139,MRDS,10079661,303
1140,MRDS,10079662,1954
1141,MRDS,10079663,1955
1142,MRDS,10079664,1231
1143,MRDS,10079665,1231
1144,MRDS,10079905,1956
1145,MRDS,10080127,1350
1146,MRDS,10080129,1645
1147,MRDS,10080130,987
1148,MRDS,10080131,1003
1149,MRDS,10080886,1710
1150,MRDS,10081194,588
1151,MRDS,10081611,336
1152,MRDS,10082817,810
1153,MRDS,10082823,71
1154,MRDS,10082825,360
1155,MRDS,10082827,1702
1156,MRDS,10082828,1702
1157,MRDS,10082829,242
1158,MRDS,10082830,242
1159,MRDS,10082831,4
1160,MRDS,10082832,1380
1161,MRDS,10082833,930
1162,MRDS,10082834,672
1163,MRDS,10082891,1489
1164,MRDS,10082900,677
1165,MRDS,10083272,448
1166,MRDS,10083636,1103
1167,MRDS,10083640,132
1168,MRDS,10084420,37
1169,MRDS,10084421,1636
1170,MRDS,10084543,1458
1171,MRDS,10084659,1163
1172,MRDS,10084760,1563
1173,MRDS,10084785,1283
1174,MRDS,10084852,1532
1175,MRDS,10085045,584
1176,MRDS,10085046,1152
1177,MRDS,10085047,1957
1178,MRDS,10085080,1958
1179,MRDS,10085243,1443
1180,MRDS,10085244,1959
1181,MRDS,10085245,1960
1182,MRDS,10085265,712
1183,MRDS,10085266,688
1184,MRDS,10085268,842
1185,MRDS,10085269,1361
1186,MRDS,10085285,1125
1187,MRDS,10085286,388
1188,MRDS,10085358,1961
1189,MRDS,10085460,36
1190,MRDS,10085461,36
1191,MRDS,10085462,29
1192,MRDS,10085463,28
1193,MRDS,10085464,28
1194,MRDS,10085466,293
1195,MRDS,10085467,293
1196,MRDS,10085675,693
1197,MRDS,10085870,635
1198,MRDS,10085874,1962
1199,MRDS,10085876,1171
1200,MRDS,10085929,152
1201,MRDS,10085934,1963
1202,MRDS,10085947,1338
1203,MRDS,10085958,378
1204,MRDS,10086131,1674
1205,MRDS,10086618,276
1206,MRDS,10087816,576
1207,MRDS,10088110,1650
1208,MRDS,10088849,1053
1209,MRDS,10088863,1470
1210,MRDS,10088864,1400
1211,MRDS,10088865,711
1212,MRDS,10088866,707
1213,MRDS,10088867,721
1214,MRDS,10089065,1964
1215,MRDS,10089071,449
1216,MRDS,10089355,763
1217,MRDS,10089690,522
1218,MRDS,10090137,1965
1219,MRDS,10090503,505
1220,MRDS,10090748,994
1221,MRDS,10091053,179
1222,MRDS,10091055,1210
1223,MRDS,10092609,1616
1224,MRDS,10092638,768
1225,MRDS,10092674,1066
1226,MRDS,10092675,1567
1227,MRDS,10093019,1053
1228,MRDS,10093102,819
1229,MRDS,10093103,695
1230,MRDS,10093104,819
1231,MRDS,10093105,1524
1232,MRDS,10093106,1045
1233,MRDS,10093107,1115
1234,MRDS,10093184,1818
1235,MRDS,10093199,1528
1236,MRDS,10093212,922
1237,MRDS,10093486,1247
1238,MRDS,10093748,1241
1239,MRDS,10093769,815
1240,MRDS,10093804,511
1241,MRDS,10093805,1244
1242,MRDS,10094079,358
1243,MRDS,10094433,1253
1244,MRDS,10094627,508
1245,MRDS,10094633,328
1246,MRDS,10094635,831
1247,MRDS,10094652,1433
1248,MRDS,10095118,1607
1249,MRDS,10095153,1794
1250,MRDS,10095345,554
1251,MRDS,10095356,248
1252,MRDS,10095357,248
1253,MRDS,10095358,1667
1254,MRDS,10095401,630
1255,MRDS,10095403,1542
1256,MRDS,10095404,1966
1257,MRDS,10095405,1348
1258,MRDS,10095406,1535
1259,MRDS,10095407,1677
1260,MRDS,10095408,119
1261,MRDS,10095409,236
1262,MRDS,10095410,1677
1263,MRDS,10095411,101
1264,MRDS,10095412,1342
1265,MRDS,10095413,532
1266,MRDS,10095414,1203
1267,MRDS,10095415,219
1268,MRDS,10095416,1596
1269,MRDS,10095417,1529
1270,MRDS,10095418,804
1271,MRDS,10095419,1570
1272,MRDS,10095654,299
1273,MRDS,10095712,1476
1274,MRDS,10095778,1261
1275,MRDS,10095812,1491
1276,MRDS,10096046,796
1277,MRDS,10096047,687
1278,MRDS,10096150,540
1279,MRDS,10096171,658
1280,MRDS,10096173,581
1281,MRDS,10096174,975
1282,MRDS,10096175,852
1283,MRDS,10096176,513
1284,MRDS,10096177,1738
1285,MRDS,10096178,616
1286,MRDS,10096179,813
1287,MRDS,10096180,246
1288,MRDS,10096181,246
1289,MRDS,10096182,1453
1290,MRDS,10096183,1388
1291,MRDS,10096184,1649
1292,MRDS,10096185,206
1293,MRDS,10096186,1712
1294,MRDS,10096187,734
1295,MRDS,10096235,38
1296,MRDS,10096236,1725
1297,MRDS,10096237,577
1298,MRDS,10096238,701
1299,MRDS,10096324,1751
1300,MRDS,10096379,899
1301,MRDS,10096418,0
1302,MRDS,10096427,729
1303,MRDS,10096538,599
1304,MRDS,10096541,724
1305,MRDS,10096542,620
1306,MRDS,10096543,1231
1307,MRDS,10096569,948
1308,MRDS,10096777,191
1309,MRDS,10097038,398
1310,MRDS,10097097,105
1311,MRDS,10097100,1500
1312,MRDS,10097102,1560
1313,MRDS,10097104,498
1314,MRDS,10097117,401
1315,MRDS,10097118,925
1316,MRDS,10097119,539
1317,MRDS,10097120,1312
1318,MRDS,10097121,1457
1319,MRDS,10097122,1619
1320,MRDS,10097123,1067
1321,MRDS,10097124,1967
1322,MRDS,10097125,1536
1323,MRDS,10097126,1463
1324,MRDS,10097127,996
1325,MRDS,10097128,1375
1326,MRDS,10097130,879
1327,MRDS,10097131,1562
1328,MRDS,10097132,727
1329,MRDS,10097135,1133
1330,MRDS,10097136,745
1331,MRDS,10097137,629
1332,MRDS,10097138,629
1333,MRDS,10097139,1187
1334,MRDS,10097140,238
1335,MRDS,10097247,748
1336,MRDS,10097252,201
1337,MRDS,10097342,1313
1338,MRDS,10097396,1591
1339,MRDS,10097428,1795
1340,MRDS,10097433,1080
1341,MRDS,10097453,307
1342,MRDS,10097454,1845
1343,MRDS,10097455,1727
1344,MRDS,10097456,754
1345,MRDS,10097457,754
1346,MRDS,10097458,1968
1347,MRDS,10097461,286
1348,MRDS,10097462,1816
1349,MRDS,10097614,296
1350,MRDS,10097641,1377
1351,MRDS,10097684,430
1352,MRDS,10098089,1561
1353,MRDS,10098337,446
1354,MRDS,10098381,713
1355,MRDS,10098394,153
1356,MRDS,10098395,739
1357,MRDS,10098404,113
1358,MRDS,10098406,209
1359,MRDS,10098408,491
1360,MRDS,10098412,335
1361,MRDS,10098413,131
1362,MRDS,10098414,985
1363,MRDS,10098415,619
1364,MRDS,10098416,1969
1365,MRDS,10098417,78
1366,MRDS,10098418,135
1367,MRDS,10098422,481
1368,MRDS,10098423,1074
1369,MRDS,10098424,1970
1370,MRDS,10098425,775
1371,MRDS,10099296,34
1372,MRDS,10099656,681
1373,MRDS,10100223,1116
1374,MRDS,10100227,67
1375,MRDS,10100251,1449
1376,MRDS,10101568,1165
1377,MRDS,10101671,1971
1378,MRDS,10101798,582
1379,MRDS,10101998,1215
1380,MRDS,10102968,1376
1381,MRDS,10103631,1833
1382,MRDS,10103638,1199
1383,MRDS,10103641,181
1384,MRDS,10103642,916
1385,MRDS,10103675,11
1386,MRDS,10103676,3
1387,MRDS,10103677,6
1388,MRDS,10103678,502
1389,MRDS,10103708,1269
1390,MRDS,10103709,520
1391,MRDS,10103723,1793
1392,MRDS,10104012,1664
1393,MRDS,10104309,803
1394,MRDS,10105491,1350
1395,MRDS,10105492,1689
1396,MRDS,10105493,1044
1397,MRDS,10105494,889
1398,MRDS,10105495,1073
1399,MRDS,10105496,27
1400,MRDS,10105521,1972
1401,MRDS,10105522,1739
1402,MRDS,10105523,341
1403,MRDS,10105603,1404
1404,MRDS,10105645,577
1405,MRDS,10106404,1810
1406,MRDS,10106677,1096
1407,MRDS,10106770,601
1408,MRDS,10106771,998
1409,MRDS,10106772,1502
1410,MRDS,10106774,1307
1411,MRDS,10106775,480
1412,MRDS,10106874,1243
1413,MRDS,10106875,500
1414,MRDS,10106889,1169
1415,MRDS,10106902,1311
1416,MRDS,10106903,640
1417,MRDS,10106907,463
1418,MRDS,10106908,1973
1419,MRDS,10106923,843
1420,MRDS,10106950,605
1421,MRDS,10106978,297
1422,MRDS,10107276,904
1423,MRDS,10107292,89
1424,MRDS,10107293,281
1425,MRDS,10107361,731
1426,MRDS,10107445,1014
1427,MRDS,10107740,785
1428,MRDS,10107993,1439
1429,MRDS,10107995,1263
1430,MRDS,10108244,188
1431,MRDS,10109554,691
1432,MRDS,10109555,1322
1433,MRDS,10109556,146
1434,MRDS,10109557,1038
1435,MRDS,10109558,885
1436,MRDS,10109559,365
1437,MRDS,10109560,496
1438,MRDS,10109561,1558
1439,MRDS,10109562,279
1440,MRDS,10109568,367
1441,MRDS,10109569,46
1442,MRDS,10109571,82
1443,MRDS,10109572,352
1444,MRDS,10109594,911
1445,MRDS,10109596,240
1446,MRDS,10109656,436
1447,MRDS,10110376,515
1448,MRDS,10110431,512
1449,MRDS,10110438,1652
1450,MRDS,10110439,610
1451,MRDS,10111259,623
1452,MRDS,10111268,1974
1453,MRDS,10111325,1702
1454,MRDS,10111326,143
1455,MRDS,10111638,1027
1456,MRDS,10111677,531
1457,MRDS,10111819,1975
1458,MRDS,10111918,464
1459,MRDS,10112005,1417
1460,MRDS,10112093,1226
1461,MRDS,10112281,412
1462,MRDS,10112464,213
1463,MRDS,10112493,1847
1464,MRDS,10112530,841
1465,MRDS,10112532,475
1466,MRDS,10112612,790
1467,MRDS,10112665,1734
1468,MRDS,10112687,874
1469,MRDS,10112721,1308
1470,MRDS,10112731,1976
1471,MRDS,10112827,821
1472,MRDS,10112856,824
1473,MRDS,10112920,1323
1474,MRDS,10113015,468
1475,MRDS,10113140,109
1476,MRDS,10113716,1745
1477,MRDS,10115304,1184
1478,MRDS,10115341,789
1479,MRDS,10115682,1048
1480,MRDS,10116297,1048
1481,MRDS,10116878,574
1482,MRDS,10116922,270
1483,MRDS,10117166,1685
1484,MRDS,10117246,1265
1485,MRDS,10117276,188
1486,MRDS,10117317,680
1487,MRDS,10117466,188
1488,MRDS,10118028,1977
1489,MRDS,10118029,1484
1490,MRDS,10118080,354
1491,MRDS,10118288,1070
1492,MRDS,10118298,1618
1493,MRDS,10118458,1805
1494,MRDS,10118465,1300
1495,MRDS,10118621,1978
1496,MRDS,10118911,1551
1497,MRDS,10118935,132
1498,MRDS,10119380,264
1499,MRDS,10119960,1514
1500,MRDS,10119962,1352
1501,MRDS,10120626,1979
1502,MRDS,10121356,1163
1503,MRDS,10121550,466
1504,MRDS,10121792,1580
1505,MRDS,10122682,1235
1506,MRDS,10123051,1259
1507,MRDS,10123215,1980
1508,MRDS,10123293,1981
1509,MRDS,10123538,1728
1510,MRDS,10123595,971
1511,MRDS,10123596,94
1512,MRDS,10123698,373
1513,MRDS,10123897,421
1514,MRDS,10124157,1982
1515,MRDS,10124560,102
1516,MRDS,10124739,215
1517,MRDS,10124807,1707
1518,MRDS,10124825,275
1519,MRDS,10125021,1088
1520,MRDS,10125374,440
1521,MRDS,10126144,1275
1522,MRDS,10126743,316
1523,MRDS,10127084,1298
1524,MRDS,10127251,1578
1525,MRDS,10127384,333
1526,MRDS,10128227,446
1527,MRDS,10128333,1372
1528,MRDS,10128398,554
1529,MRDS,10128642,818
1530,MRDS,10128653,1077
1531,MRDS,10128671,7
1532,MRDS,10128693,244
1533,MRDS,10128703,55
1534,MRDS,10128785,1026
1535,MRDS,10128792,772
1536,MRDS,10128800,1051
1537,MRDS,10128836,856
1538,MRDS,10129354,634
1539,MRDS,10130553,1695
1540,MRDS,10130601,1460
1541,MRDS,10130629,1224
1542,MRDS,10130679,1268
1543,MRDS,10130845,1406
1544,MRDS,10131042,1687
1545,MRDS,10131417,1254
1546,MRDS,10131524,1076
1547,MRDS,10131596,876
1548,MRDS,10131622,87
1549,MRDS,10131656,1567
1550,MRDS,10131692,711
1551,MRDS,10131749,383
1552,MRDS,10131834,1302
1553,MRDS,10131913,908
1554,MRDS,10131936,1705
1555,MRDS,10131938,992
1556,MRDS,10132057,1523
1557,MRDS,10132081,1039
1558,MRDS,10132114,87
1559,MRDS,10132975,12
1560,MRDS,10133077,1983
1561,MRDS,10133101,903
1562,MRDS,10133274,119
1563,MRDS,10133386,903
1564,MRDS,10133442,1984
1565,MRDS,10133565,1783
1566,MRDS,10133721,1105
1567,MRDS,10133722,1822
1568,MRDS,10133725,1985
1569,MRDS,10133726,1986
1570,MRDS,10133747,836
1571,MRDS,10133788,211
1572,MRDS,10133803,247
1573,MRDS,10133813,575
1574,MRDS,10133921,954
1575,MRDS,10133966,786
1576,MRDS,10133977,635
1577,MRDS,10134002,704
1578,MRDS,10134021,1110
1579,MRDS,10134034,1272
1580,MRDS,10134039,751
1581,MRDS,10134066,302
1582,MRDS,10134069,1987
1583,MRDS,10134102,1784
1584,MRDS,10134139,864
1585,MRDS,10134145,1988
1586,MRDS,10134154,1150
1587,MRDS,10134165,1989
1588,MRDS,10134183,1621
1589,MRDS,10134246,115
1590,MRDS,10134250,938
1591,MRDS,10134280,1198
1592,MRDS,10134288,1246
1593,MRDS,10134307,318
1594,MRDS,10134338,820
1595,MRDS,10134371,1204
1596,MRDS,10134414,621
1597,MRDS,10134425,1770
1598,MRDS,10134543,1098
1599,MRDS,10134587,873
1600,MRDS,10134697,1122
1601,MRDS,10134700,1614
1602,MRDS,10134713,198
1603,MRDS,10134754,656
1604,MRDS,10134767,620
1605,MRDS,10134830,45
1606,MRDS,10134869,1518
1607,MRDS,10135062,1990
1608,MRDS,10135127,1709
1609,MRDS,10135633,1991
1610,MRDS,10136099,1301
1611,MRDS,10136382,979
1612,MRDS,10136505,641
1613,MRDS,10136589,1319
1614,MRDS,10136610,1002
1615,MRDS,10136732,73
1616,MRDS,10136752,963
1617,MRDS,10136754,1841
1618,MRDS,10136786,555
1619,MRDS,10136902,1414
1620,MRDS,10136985,1573
1621,MRDS,10137002,657
1622,MRDS,10137040,698
1623,MRDS,10137108,1626
1624,MRDS,10137174,978
1625,MRDS,10137182,1007
1626,MRDS,10137185,427
1627,MRDS,10137230,178
1628,MRDS,10137251,75
1629,MRDS,10138292,1499
1630,MRDS,10138416,1504
1631,MRDS,10138453,880
1632,MRDS,10138458,1385
1633,MRDS,10138628,362
1634,MRDS,10139415,1992
1635,MRDS,10139747,1291
1636,MRDS,10140214,1843
1637,MRDS,10140787,70
1638,MRDS,10141438,1550
1639,MRDS,10141639,1258
1640,MRDS,10141912,104
1641,MRDS,10142195,508
1642,MRDS,10142323,1620
1643,MRDS,10142558,849
1644,MRDS,10142639,1082
1645,MRDS,10142905,525
1646,MRDS,10142907,1127
1647,MRDS,10142987,699
1648,MRDS,10143430,155
1649,MRDS,10144159,265
1650,MRDS,10144621,1632
1651,MRDS,10145263,88
1652,MRDS,10145484,654
1653,MRDS,10145490,1802
1654,MRDS,10146643,1713
1655,MRDS,10146828,393
1656,MRDS,10147185,1402
1657,MRDS,10147189,1465
1658,MRDS,10147263,1465
1659,MRDS,10147328,1235
1660,MRDS,10147660,1359
1661,MRDS,10147686,373
1662,MRDS,10147697,225
1663,MRDS,10147791,309
1664,MRDS,10147940,933
1665,MRDS,10147969,1534
1666,MRDS,10148391,594
1667,MRDS,10148428,1993
1668,MRDS,10148622,1429
1669,MRDS,10148865,1115
1670,MRDS,10148974,837
1671,MRDS,10149641,1696
1672,MRDS,10149686,1603
1673,MRDS,10150868,1994
1674,MRDS,10152364,614
1675,MRDS,10152376,398
1676,MRDS,10152428,398
1677,MRDS,10152482,1803
1678,MRDS,10152483,1611
1679,MRDS,10152608,590
1680,MRDS,10152678,446
1681,MRDS,10152748,973
1682,MRDS,10152822,1803
1683,MRDS,10152852,1786
1684,MRDS,10152906,816
1685,MRDS,10152931,1635
1686,MRDS,10152963,398
1687,MRDS,10153005,1607
1688,MRDS,10153061,1281
1689,MRDS,10153581,1159
1690,MRDS,10154875,987
1691,MRDS,10155474,788
1692,MRDS,10155548,1436
1693,MRDS,10155562,1107
1694,MRDS,10155567,424
1695,MRDS,10155591,585
1696,MRDS,10155592,735
1697,MRDS,10155607,1456
1698,MRDS,10155629,1667
1699,MRDS,10155657,931
1700,MRDS,10155721,1469
1701,MRDS,10155782,400
1702,MRDS,10155801,1634
1703,MRDS,10155868,1736
1704,MRDS,10155876,1655
1705,MRDS,10155960,1473
1706,MRDS,10155994,1995
1707,MRDS,10156221,735
1708,MRDS,10156314,598
1709,MRDS,10156498,1610
1710,MRDS,10156501,339
1711,MRDS,10156710,1996
1712,MRDS,10157120,513
1713,MRDS,10157364,1355
1714,MRDS,10157585,1466
1715,MRDS,10157777,1232
1716,MRDS,10157872,1097
1717,MRDS,10157959,733
1718,MRDS,10157963,766
1719,MRDS,10157966,1825
1720,MRDS,10157968,1997
1721,MRDS,10157975,1998
1722,MRDS,10158001,618
1723,MRDS,10158005,664
1724,MRDS,10158007,872
1725,MRDS,10158039,1141
1726,MRDS,10158064,553
1727,MRDS,10158140,1318
1728,MRDS,10158181,176
1729,MRDS,10158196,1627
1730,MRDS,10158214,903
1731,MRDS,10158223,1315
1732,MRDS,10158230,1640
1733,MRDS,10158245,108
1734,MRDS,10158290,1243
1735,MRDS,10158301,674
1736,MRDS,10158345,1160
1737,MRDS,10158394,1153
1738,MRDS,10158404,409
1739,MRDS,10158447,226
1740,MRDS,10158578,1149
1741,MRDS,10158713,124
1742,MRDS,10158793,838
1743,MRDS,10158808,953
1744,MRDS,10158826,1553
1745,MRDS,10158897,1999
1746,MRDS,10158925,1568
1747,MRDS,10158939,267
1748,MRDS,10158964,165
1749,MRDS,10159042,1673
1750,MRDS,10159064,747
1751,MRDS,10159092,234
1752,MRDS,10159109,2000
1753,MRDS,10159127,253
1754,MRDS,10159158,137
1755,MRDS,10159188,1767
1756,MRDS,10159192,1050
1757,MRDS,10159292,966
1758,MRDS,10159623,1043
1759,MRDS,10160296,777
1760,MRDS,10160331,217
1761,MRDS,10160636,1287
1762,MRDS,10160794,1130
1763,MRDS,10160866,631
1764,MRDS,10161005,420
1765,MRDS,10161041,488
1766,MRDS,10161085,447
1767,MRDS,10161181,2001
1768,MRDS,10161193,1477
1769,MRDS,10161278,1746
1770,MRDS,10161317,862
1771,MRDS,10161371,387
1772,MRDS,10161387,2002
1773,MRDS,10161515,1688
1774,MRDS,10162515,715
1775,MRDS,10162894,1602
1776,MRDS,10163703,2003
1777,MRDS,10165301,1376
1778,MRDS,10166102,866
1779,MRDS,10166724,508
1780,MRDS,10166819,989
1781,MRDS,10167510,1846
1782,MRDS,10167638,1396
1783,MRDS,10168258,738
1784,MRDS,10168387,774
1785,MRDS,10169799,850
1786,MRDS,10169821,419
1787,MRDS,10170102,1447
1788,MRDS,10172090,1235
1789,MRDS,10172109,384
1790,MRDS,10172172,98
1791,MRDS,10172207,1402
1792,MRDS,10172287,1332
1793,MRDS,10172295,1608
1794,MRDS,10172504,2004
1795,MRDS,10172995,196
1796,MRDS,10173018,1136
1797,MRDS,10173214,322
1798,MRDS,10173234,1106
1799,MRDS,10173248,1109
1800,MRDS,10173251,1207
1801,MRDS,10173363,1109
1802,MRDS,10173430,819
1803,MRDS,10173585,708
1804,MRDS,10173743,723
1805,MRDS,10174011,957
1806,MRDS,10175393,1749
1807,MRDS,10176617,1798
1808,MRDS,10176644,990
1809,MRDS,10176676,114
1810,MRDS,10176790,662
1811,MRDS,10176822,485
1812,MRDS,10176823,1625
1813,MRDS,10176863,325
1814,MRDS,10176940,919
1815,MRDS,10177032,1581
1816,MRDS,10177157,1383
1817,MRDS,10177323,1803
1818,MRDS,10177367,446
1819,MRDS,10177995,1011
1820,MRDS,10178416,1044
1821,MRDS,10178602,814
1822,MRDS,10179722,1022
1823,MRDS,10179933,970
1824,MRDS,10180013,1839
1825,MRDS,10180167,561
1826,MRDS,10180389,622
1827,MRDS,10180410,1796
1828,MRDS,10180545,580
1829,MRDS,10181342,650
1830,MRDS,10181501,875
1831,MRDS,10181559,141
1832,MRDS,10181649,61
1833,MRDS,10181828,293
1834,MRDS,10181911,903
1835,MRDS,10181957,1466
1836,MRDS,10181995,28
1837,MRDS,10182059,1449
1838,MRDS,10182094,886
1839,MRDS,10182164,536
1840,MRDS,10182166,794
1841,MRDS,10182215,1461
1842,MRDS,10182366,883
1843,MRDS,10182406,305
1844,MRDS,10182416,872
1845,MRDS,10182432,1065
1846,MRDS,10182433,1496
1847,MRDS,10182503,429
1848,MRDS,10182588,1157
1849,MRDS,10182647,1478
1850,MRDS,10182709,853
1851,MRDS,10182710,1528
1852,MRDS,10182728,1723
1853,MRDS,10182794,1714
1854,MRDS,10182798,915
1855,MRDS,10182812,1657
1856,MRDS,10182836,1508
1857,MRDS,10182845,1774
1858,MRDS,10182853,663
1859,MRDS,10182888,1819
1860,MRDS,10182919,564
1861,MRDS,10182922,1177
1862,MRDS,10182969,1821
1863,MRDS,10183015,835
1864,MRDS,10183042,42
1865,MRDS,10183090,1235
1866,MRDS,10183109,1193
1867,MRDS,10183110,1049
1868,MRDS,10183132,1178
1869,MRDS,10183140,2005
1870,MRDS,10183153,1223
1871,MRDS,10183203,1243
1872,MRDS,10183210,1821
1873,MRDS,10183219,2006
1874,MRDS,10183240,59
1875,MRDS,10183256,2007
1876,MRDS,10183303,1043
1877,MRDS,10183379,214
1878,MRDS,10183388,967
1879,MRDS,10183407,1701
1880,MRDS,10183426,1418
1881,MRDS,10183476,756
1882,MRDS,10183492,1201
1883,MRDS,10183507,2008
1884,MRDS,10183526,337
1885,MRDS,10183573,503
1886,MRDS,10183584,1784
1887,MRDS,10183655,1178
1888,MRDS,10184080,171
1889,MRDS,10184182,2009
1890,MRDS,10184189,1545
1891,MRDS,10184295,1238
1892,MRDS,10184382,2010
1893,MRDS,10184670,692
1894,MRDS,10184689,644
1895,MRDS,10184909,1325
1896,MRDS,10185467,1778
1897,MRDS,10185518,1056
1898,MRDS,10185549,1319
1899,MRDS,10185564,1252
1900,MRDS,10185577,777
1901,MRDS,10185652,1497
1902,MRDS,10185729,698
1903,MRDS,10185739,1323
1904,MRDS,10185779,191
1905,MRDS,10185825,807
1906,MRDS,10185836,626
1907,MRDS,10185879,1236
1908,MRDS,10185938,13
1909,MRDS,10185964,1368
1910,MRDS,10186601,571
1911,MRDS,10187174,1811
1912,MRDS,10187460,854
1913,MRDS,10187658,1665
1914,MRDS,10189223,1343
1915,MRDS,10189244,1037
1916,MRDS,10189588,1544
1917,MRDS,10189611,1559
1918,MRDS,10190175,41
1919,MRDS,10191037,1430
1920,MRDS,10191352,2011
1921,MRDS,10191532,985
1922,MRDS,10191560,1475
1923,MRDS,10192030,1493
1924,MRDS,10194095,2012
1925,MRDS,10194324,330
1926,MRDS,10194383,1234
1927,MRDS,10195410,2013
1928,MRDS,10196010,298
1929,MRDS,10196070,1402
1930,MRDS,10196091,1615
1931,MRDS,10196495,971
1932,MRDS,10196555,1399
1933,MRDS,10196601,1485
1934,MRDS,10196805,1613
1935,MRDS,10196818,2014
1936,MRDS,10196883,1075
1937,MRDS,10196982,1285
1938,MRDS,10197042,1324
1939,MRDS,10197049,1324
1940,MRDS,10197308,587
1941,MRDS,10197438,102
1942,MRDS,10197594,596
1943,MRDS,10197651,523
1944,MRDS,10197690,811
1945,MRDS,10197878,44
1946,MRDS,10197903,311
1947,MRDS,10200627,147
1948,MRDS,10200711,1776
1949,MRDS,10200765,1797
1950,MRDS,10200927,940
1951,MRDS,10200984,981
1952,MRDS,10201020,662
1953,MRDS,10201067,7
1954,MRDS,10201170,1242
1955,MRDS,10201277,671
1956,MRDS,10201336,497
1957,MRDS,10201357,802
1958,MRDS,10201615,117
1959,MRDS,10201620,497
1960,MRDS,10201736,1576
1961,MRDS,10202491,759
1962,MRDS,10203572,84
1963,MRDS,10203673,1257
1964,MRDS,10203916,912
1965,MRDS,10204098,192
1966,MRDS,10204104,1765
1967,MRDS,10204239,1612
1968,MRDS,10204355,735
1969,MRDS,10204366,1261
1970,MRDS,10204387,1208
1971,MRDS,10204485,711
1972,MRDS,10204567,942
1973,MRDS,10204611,1134
1974,MRDS,10204724,133
1975,MRDS,10204768,397
1976,MRDS,10204804,1831
1977,MRDS,10204975,735
1978,MRDS,10204979,1062
1979,MRDS,10205539,1398
1980,MRDS,10205636,2015
1981,MRDS,10205868,1774
1982,MRDS,10205882,293
1983,MRDS,10205883,2016
1984,MRDS,10206109,2017
1985,MRDS,10206117,271
1986,MRDS,10206178,1336
1987,MRDS,10206269,1225
1988,MRDS,10206403,1367
1989,MRDS,10206525,12
1990,MRDS,10206559,903
1991,MRDS,10206630,1643
1992,MRDS,10206716,56
1993,MRDS,10206717,1672
1994,MRDS,10206745,1827
1995,MRDS,10206776,1741
1996,MRDS,10206806,1273
1997,MRDS,10206849,829
1998,MRDS,10206924,780
1999,MRDS,10206943,1354
